"","subject_race","search_conducted","contraband_found","outcome","arrest_made","use_of_force_description"
"22429","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22430","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22431","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22432","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22433","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22434","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22435","asian/pacific islander",NA,NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22436","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22437","white","FALSE",NA,NA,"FALSE","handcuffed"
"22438","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22439","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22440","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22441","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22442","hispanic","TRUE","FALSE",NA,"FALSE","sat in police vehicle"
"22443","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22444","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22445","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22446","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22447","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22448","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22449","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22450","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22451",NA,NA,NA,NA,"FALSE",NA
"22452","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22453",NA,NA,NA,"citation","FALSE",NA
"22454","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22455",NA,NA,NA,"citation","FALSE",NA
"22456",NA,NA,NA,"citation","FALSE",NA
"22457","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22458","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22459",NA,NA,NA,"citation","FALSE",NA
"22460","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22461",NA,NA,NA,"citation","FALSE",NA
"22462","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22463",NA,NA,NA,"citation","FALSE",NA
"22464","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22465","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22466",NA,NA,NA,"citation","FALSE",NA
"22467","white","FALSE",NA,"citation","FALSE",NA
"22468",NA,NA,NA,"citation","FALSE",NA
"22469","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22470","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22471",NA,NA,NA,"citation","FALSE",NA
"22472",NA,NA,NA,"citation","FALSE",NA
"22473","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22474",NA,NA,NA,"citation","FALSE",NA
"22475","other/unknown",NA,NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22476",NA,NA,NA,"citation","FALSE",NA
"22477","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22478","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22479","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22480","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22481",NA,NA,NA,"citation","FALSE",NA
"22482","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22483","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22484",NA,NA,NA,"citation","FALSE",NA
"22485","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22486","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22487","white","FALSE",NA,NA,"FALSE",NA
"22488",NA,NA,NA,"citation","FALSE",NA
"22489","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22490","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22491",NA,NA,NA,"citation","FALSE",NA
"22492",NA,NA,NA,"citation","FALSE",NA
"22493","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22494","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22495",NA,NA,NA,"citation","FALSE",NA
"22496","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22497",NA,NA,NA,"citation","FALSE",NA
"22498","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22499","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22500","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22501","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22502","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22503","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22504","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22505",NA,NA,NA,"citation","FALSE",NA
"22506","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22507","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22508","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22509","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22510","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22511",NA,NA,NA,"citation","FALSE",NA
"22512",NA,NA,NA,"citation","FALSE",NA
"22513","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22514","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22515",NA,NA,NA,NA,"FALSE",NA
"22516",NA,NA,NA,"citation","FALSE",NA
"22517","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22518",NA,NA,NA,"citation","FALSE",NA
"22519","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22520",NA,NA,NA,"citation","FALSE",NA
"22521","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22522",NA,NA,NA,"citation","FALSE",NA
"22523","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22524","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22525","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22526","white","FALSE",NA,"citation","FALSE",NA
"22527","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22528",NA,NA,NA,NA,"FALSE",NA
"22529","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22530",NA,NA,NA,"citation","FALSE",NA
"22531","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22532","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22533","hispanic","FALSE",NA,NA,"FALSE",NA
"22534","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22535","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22536","white","TRUE","FALSE","citation","FALSE",NA
"22537","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22538","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22539","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22540","white","FALSE",NA,NA,"FALSE",NA
"22541","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22542","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22543","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22544","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22545","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22546","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22547","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22548","white","TRUE","TRUE","citation","FALSE","handcuffed"
"22549","hispanic","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"22550","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22551","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22552","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22553","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22554","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22555","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22556","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22557","black","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"22558","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22559","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22560","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22561","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22562","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22563","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22564","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22565","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22566","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22567","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22568","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22569","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22570","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22571","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22572","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22573","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22574","hispanic","FALSE",NA,"citation","FALSE",NA
"22575","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22576","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22577","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22578","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22579","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22580","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22581","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22582","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22583","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22584","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22585","hispanic","FALSE",NA,NA,"FALSE",NA
"22586","hispanic","TRUE","FALSE",NA,"FALSE",NA
"22587","black","TRUE","FALSE",NA,"FALSE","handcuffed"
"22588","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22589","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22590","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22591","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22592","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22593","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22594","white","FALSE",NA,NA,"FALSE",NA
"22595","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22596","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22597","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22598","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22599","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22600","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22601","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22602","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22603","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22604",NA,NA,NA,"citation","FALSE",NA
"22605","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22606","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22607","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22608","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22609","hispanic","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"22610","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22611","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22612","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22613","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22614","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22615","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22616","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22617","hispanic","TRUE","FALSE",NA,"FALSE","handcuffed"
"22618","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22619","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22620","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22621","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22622","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22623","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22624","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22625","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22626","hispanic","TRUE","TRUE","citation","FALSE",NA
"22627","hispanic","TRUE","FALSE",NA,"FALSE",NA
"22628","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22629","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22630","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22631","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22632","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22633","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22634","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22635","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22636","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22637",NA,NA,NA,"citation","FALSE",NA
"22638","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22639",NA,NA,NA,"citation","FALSE",NA
"22640","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22641","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22642",NA,NA,NA,"citation","FALSE",NA
"22643","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22644","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22645","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22646",NA,NA,NA,"citation","FALSE",NA
"22647","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22648","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22649","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22650",NA,NA,NA,"citation","FALSE",NA
"22651","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22652",NA,NA,NA,"citation","FALSE",NA
"22653","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22654",NA,NA,NA,"citation","FALSE",NA
"22655","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22656","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22657",NA,NA,NA,"citation","FALSE",NA
"22658","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22659",NA,NA,NA,"citation","FALSE",NA
"22660","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22661",NA,NA,NA,"citation","FALSE",NA
"22662",NA,NA,NA,"citation","FALSE",NA
"22663","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22664","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22665","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22666","hispanic","FALSE",NA,NA,"FALSE",NA
"22667","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22668","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22669","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22670","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22671","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22672","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22673","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22674","asian/pacific islander","FALSE",NA,"citation","FALSE",NA
"22675","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22676","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22677","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22678","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22679","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22680","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22681","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22682","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22683","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22684","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22685","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22686","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22687","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22688","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22689","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22690","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22691","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22692","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22693",NA,NA,NA,"citation","FALSE",NA
"22694","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22695","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22696","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22697","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22698","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22699","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22700","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22701","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22702","asian/pacific islander",NA,NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22703","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22704","hispanic",NA,NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22705","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22706","hispanic","TRUE","TRUE","arrest","TRUE","no curb, no handcuff, no police vehicle"
"22707","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22708","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22709","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22710","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22711","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22712","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22713","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22714","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22715","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22716","black","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"22717","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22718","asian/pacific islander","TRUE","TRUE","citation","FALSE",NA
"22719","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22720","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22721","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22722","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22723","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22724","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22725","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22726","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22727","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22728","hispanic","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"22729","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22730","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22731","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22732","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22733","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22734","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22735","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22736","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22737","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22738","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22739","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22740","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22741","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22742","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22743","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22744","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22745","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22746","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22747","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22748","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22749","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22750","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22751","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22752","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22753","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22754","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22755","hispanic","FALSE",NA,"arrest","TRUE","handcuffed"
"22756","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22757","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22758","hispanic","TRUE","TRUE","citation","FALSE","sat in police vehicle"
"22759","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22760","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22761","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22762","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22763","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22764","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22765","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22766","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22767","other/unknown",NA,NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22768","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22769","hispanic","TRUE","FALSE","citation","FALSE",NA
"22770","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
